"np","dist","gamma","dir.hor","dir.ver","id"
2949307,3317.55592912914,0.000725805,90,0,"var1"
3014843,3317.56406764058,0.003528,90,0,"var1"
3080379,3317.57250755728,0.00042632,90,0,"var1"
3145915,3317.58124887694,0.00282752,90,0,"var1"
3211451,3317.57841886215,0.003528,90,0,"var1"
3276987,3317.58285432329,0.01071648,90,0,"var1"
3342523,3317.65641573986,0.000911644999999999,90,0,"var1"
3408059,3317.74853521178,0.00876488,90,0,"var1"
3473595,4749.10185988891,0.003528,90,0,"var1"
3539131,4749.10351072708,0.00163592,90,0,"var1"
3604667,4749.10529632691,0.00282752,90,0,"var1"
3670203,4749.10696927331,0.00282752,90,0,"var1"
3735739,4749.11090158993,0.00282752,90,0,"var1"
3801275,4749.11319254451,0.00042632,90,0,"var1"
3866811,4749.11530767577,0.001152,90,0,"var1"
3932347,4749.11752598315,0.00163592,90,0,"var1"
3997883,4749.11688165287,0.00042632,90,0,"var1"
4063419,4749.1229838361,0.00019208,90,0,"var1"
4128955,4749.12554114969,0.000748844999999999,90,0,"var1"
4194491,4749.12976824179,0.001152,90,0,"var1"
4260027,4749.13572959336,4.99999999999998e-05,90,0,"var1"
4325563,4749.13615703954,0.00282752,90,0,"var1"
4391099,4749.14077235033,0.000417605,90,0,"var1"
4456635,4749.14444459213,0.00042632,90,0,"var1"
4522171,4749.14946891549,0.00019208,90,0,"var1"
4587707,4749.15783330058,0.00042632,90,0,"var1"
4653243,4749.16318161424,0.001152,90,0,"var1"
4718779,4749.21786882854,0.011325125,90,0,"var1"
4784315,4749.22523845735,0.011325125,90,0,"var1"
4849851,4749.23243462565,0.006973805,90,0,"var1"
4915387,4749.23513374525,0,90,0,"var1"
4980923,7762.19406943677,0.001152,90,0,"var1"
5046459,7762.19870729933,0.00163592,90,0,"var1"
5111995,7762.20450462363,4.90050000000002e-05,90,0,"var1"
5177531,7762.2108373903,0.00042632,90,0,"var1"
5243067,7762.21674340516,2.52050000000002e-05,90,0,"var1"
5308603,7762.22254071599,0.011325125,90,0,"var1"
5374139,7762.22563261333,0.00850208,90,0,"var1"
5439675,7762.27876232872,0.001152,90,0,"var1"
5505211,4573.21055037921,0.001152,90,0,"var1"
5570747,4573.22629421503,0.001152,90,0,"var1"
5636283,7664.283581164,0.004077045,90,0,"var1"
5701819,7664.2818849844,0.01173512,90,0,"var1"
5767355,7664.28031927982,0.00456968,90,0,"var1"
5832891,7664.27888405034,0.000848719999999999,90,0,"var1"
5898427,7664.27757929604,0.000202005,90,0,"var1"
5963963,7664.27640501698,0.000748844999999999,90,0,"var1"
6029499,7664.27470818342,0.00282752,90,0,"var1"
6095035,7664.27352411825,0.001940645,90,0,"var1"
6160571,7664.27244573808,0.000836405,90,0,"var1"
6226107,7664.27203669729,0,90,0,"var1"
6291643,7664.27183837447,0.00703298,90,0,"var1"
6357179,7664.27174443208,0.00267912,90,0,"var1"
6422715,7664.27170789893,4.99999999999998e-05,90,0,"var1"
6488251,7664.27183837447,0.000748844999999999,90,0,"var1"
6553787,7664.27209932555,0.00219122,90,0,"var1"
6619323,7664.29450455161,0.000462079999999999,90,0,"var1"
6684859,7664.29649821169,0.001152,90,0,"var1"
6750395,7664.30142837558,0.000462079999999999,90,0,"var1"
6815931,7664.30241134182,0.000462079999999999,90,0,"var1"
6881467,7664.30407544612,0.000202005,90,0,"var1"
6947003,7664.30436679677,0,90,0,"var1"
7012539,6146.01342416364,0.000462079999999999,90,0,"var1"
7078075,6146.01363486933,0.00019208,90,0,"var1"
7143611,6146.01383418551,0,90,0,"var1"
7209147,6146.01478053053,0.00850208,90,0,"var1"
7274683,6146.01636834785,0.00219122,90,0,"var1"
7340219,6146.01689307796,0.003528,90,0,"var1"
7405755,6146.01781725368,0.000748844999999999,90,0,"var1"
7471291,6146.01877824171,0.00163592,90,0,"var1"
7536827,6146.01946974623,0.001152,90,0,"var1"
7602363,6146.02058327172,0.00026912,90,0,"var1"
7667899,6146.02221034058,0.000320045,90,0,"var1"
7733435,6146.02400011582,0.000748844999999999,90,0,"var1"
7798971,6146.02646614052,0.00163592,90,0,"var1"
7864507,6146.05424337434,0.00425042,90,0,"var1"
7930043,6146.05816845234,0.003528,90,0,"var1"
7995579,4663.41943084689,0.00042632,90,0,"var1"
8061115,4663.42118755108,4.90050000000002e-05,90,0,"var1"
8126651,4663.42538973235,0.00332928,90,0,"var1"
8192187,4663.42710520925,0.00219122,90,0,"var1"
8257723,4663.4294468342,0.001152,90,0,"var1"
8323259,4663.43117946435,0.00019208,90,0,"var1"
8388795,4663.433538242,0.00042632,90,0,"var1"
8454331,4663.43904410686,0.00219122,90,0,"var1"
8519867,4663.48907638908,0.00019208,90,0,"var1"
8585403,4663.49827409642,4.90050000000002e-05,90,0,"var1"
8650939,4663.50431951127,4.90050000000002e-05,90,0,"var1"
8716475,4663.5237273547,0.000462079999999999,90,0,"var1"
8782011,4663.56812731414,0.00703298,90,0,"var1"
8847547,6168.58388498533,0.001562405,90,0,"var1"
8913083,6168.56271416614,0.00282752,90,0,"var1"
8978619,6168.56005451035,0,90,0,"var1"
9044155,6168.55665014926,0.00019208,90,0,"var1"
9109691,6168.55340789886,0.001152,90,0,"var1"
9175227,6168.55032775941,0.00282752,90,0,"var1"
9240763,6168.54628791101,0.003528,90,0,"var1"
9306299,6168.53377704951,0.005110605,90,0,"var1"
9371835,6168.5315226641,0.00163592,90,0,"var1"
9437371,6168.52990153251,0.004077045,90,0,"var1"
9502907,6168.52357911524,0.004296645,90,0,"var1"
9568443,6168.52461258774,0.01016738,90,0,"var1"
9633979,7660.99970832139,4.99999999999998e-05,90,0,"var1"
9699515,7660.99513972568,0.00267912,90,0,"var1"
9765051,7660.99070165866,0.000202005,90,0,"var1"
9830587,7660.98597054586,4.90050000000002e-05,90,0,"var1"
9896123,7660.98283534172,0.005130845,90,0,"var1"
9961659,7660.974254682,0.000202005,90,0,"var1"
10027195,7660.96329001128,0.00850208,90,0,"var1"
10092731,7660.96123804973,0,90,0,"var1"
10158267,7660.93313708588,0.001940645,90,0,"var1"
10223803,7660.92717110014,0.0057245,90,0,"var1"
10289339,7660.92608833295,0.00267912,90,0,"var1"
10354875,7660.92206205627,0.001940645,90,0,"var1"
10420411,7660.92021436723,0.001090445,90,0,"var1"
10485947,4810.31371098598,0.00282752,90,0,"var1"
10551483,4810.30790678722,0.000748844999999999,90,0,"var1"
10617019,4810.30083862742,0.001378125,90,0,"var1"
10682555,4810.28311335203,4.90050000000002e-05,90,0,"var1"
10748091,4810.27464476819,4.99999999999998e-05,90,0,"var1"
10813627,4810.26861600261,4.90050000000002e-05,90,0,"var1"
10879163,4810.26137237881,4.90050000000002e-05,90,0,"var1"
10944699,4810.25581134722,0.001326125,90,0,"var1"
11010235,4810.22872617298,0.00703298,90,0,"var1"
11075771,4810.22371185579,0.00219122,90,0,"var1"
11141307,4810.19169660625,0.005130845,90,0,"var1"
11206843,4810.19003347058,4.90050000000002e-05,90,0,"var1"
11272379,4810.18892254761,0.000748844999999999,90,0,"var1"
11731131,3292.96953529791,0.001326125,90,0,"var1"
11796667,3292.91001401498,0.000202005,90,0,"var1"
11862203,3292.90101740094,0.000202005,90,0,"var1"
11927739,8.5,0,90,0,"var1"
11993275,7,0.00019208,90,0,"var1"
12058811,6,2.52050000000002e-05,90,0,"var1"
12124347,2.25,0.0049005,90,0,"var1"
12189883,1,4.99999999999998e-05,90,0,"var1"
188,6036.31437302595,3.20000000000001e-05,90,0,"var1"
65724,6036.30749796593,0.00172872,90,0,"var1"
131260,6036.30078856246,0.000748844999999999,90,0,"var1"
196796,6036.29424481608,0.000414719999999999,90,0,"var1"
262332,6036.28786672734,0.000748844999999999,90,0,"var1"
327868,6036.28165429677,0.00190962,90,0,"var1"
393404,6036.27560752487,2.24450000000003e-05,90,0,"var1"
458940,6036.26972641214,0.000456019999999999,90,0,"var1"
524476,6036.25307703378,0.000462079999999999,90,0,"var1"
590012,6036.24785856245,0.000804004999999999,90,0,"var1"
655548,6036.24280575258,0.00297992,90,0,"var1"
721084,6036.20834713313,0.00406802,90,0,"var1"
786620,6036.20478529346,4.32450000000003e-05,90,0,"var1"
852156,6036.19815860942,1.99999999999989e-06,90,0,"var1"
917692,6036.19219458755,0.00316808,90,0,"var1"
983228,6036.17123763067,0.007650845,90,0,"var1"
1048764,6036.17231447212,0.006260805,90,0,"var1"
1114300,6036.17355698125,0.010614245,90,0,"var1"
1900732,3317.46427002611,4.32450000000003e-05,90,0,"var1"
1966268,3317.46561631012,0.00236672,90,0,"var1"
2031804,3317.4683258322,0.0037845,90,0,"var1"
2097340,3317.4717923292,0.007164045,90,0,"var1"
2162876,3317.47556025661,0.001026045,90,0,"var1"
2228412,3317.4796296134,4.51249999999998e-05,90,0,"var1"
2293948,3317.48400039848,0.000182405,90,0,"var1"
2359484,3317.48867261064,0.001026045,90,0,"var1"
2425020,3317.49364624861,4.32450000000003e-05,90,0,"var1"
2490556,3317.49892131104,0.001026045,90,0,"var1"
2556092,3317.50335838562,0.000666125000000001,90,0,"var1"
2621628,3317.51219785246,0.00846300500000001,90,0,"var1"
2687164,3317.51655503027,0.000648000000000001,90,0,"var1"
2752700,3317.52303577532,0.001854405,90,0,"var1"
2818236,3317.52981793682,0.0031205,90,0,"var1"
2883772,3317.53690151291,0.000666125000000001,90,0,"var1"
2949308,3317.55197290109,1.79999999999994e-07,90,0,"var1"
3014844,3317.55996070906,0.001026045,90,0,"var1"
3080380,3317.56824992341,4.51249999999998e-05,90,0,"var1"
3145916,3317.57684054189,0.000666125000000001,90,0,"var1"
3211452,3317.57405875135,0.001026045,90,0,"var1"
3276988,3317.57841886215,0.005799645,90,0,"var1"
3342524,3317.65087718703,8.00000000000001e-06,90,0,"var1"
3408060,3317.74186652607,0.004389845,90,0,"var1"
3473596,4749.10089654877,0.001026045,90,0,"var1"
3539132,4749.10246316083,0.000171125,90,0,"var1"
3604668,4749.10416453464,0.000666125000000001,90,0,"var1"
3670204,4749.10576378336,0.000666125000000001,90,0,"var1"
3735740,4749.10953817664,0.000666125000000001,90,0,"var1"
3801276,4749.1117449056,4.51249999999998e-05,90,0,"var1"
3866812,4749.11378633954,4.32450000000003e-05,90,0,"var1"
3932348,4749.11593094971,0.000171125,90,0,"var1"
3997884,4749.11530767577,4.51249999999998e-05,90,0,"var1"
4063420,4749.12122035228,0.000182405,90,0,"var1"
4128956,4749.12370396901,0,90,0,"var1"
4194492,4749.12781525201,4.32450000000003e-05,90,0,"var1"
4260028,4749.13362394661,0.001185845,90,0,"var1"
4325564,4749.13404086475,0.000666125000000001,90,0,"var1"
4391100,4749.13854563123,4.80199999999998e-05,90,0,"var1"
4456636,4749.14213364901,4.51249999999998e-05,90,0,"var1"
4522172,4749.14704742865,0.000182405,90,0,"var1"
4587708,4749.15523810291,4.51249999999998e-05,90,0,"var1"
4653244,4749.16048113772,4.32450000000003e-05,90,0,"var1"
4718780,4749.21426297028,0.00624962,90,0,"var1"
4784316,4749.22152732427,0.00624962,90,0,"var1"
4849852,4749.22862348195,0.00315218,90,0,"var1"
4915388,4749.23128575565,0.000748844999999999,90,0,"var1"
4980924,7762.19340918528,4.32450000000003e-05,90,0,"var1"
5046460,7762.197853804,0.000171125,90,0,"var1"
5111996,7762.20345788484,0.000414719999999999,90,0,"var1"
5177532,7762.20961351208,4.51249999999998e-05,90,0,"var1"
5243068,7762.21537459503,0.000499279999999999,90,0,"var1"
5308604,7762.22104307777,0.00624962,90,0,"var1"
5374140,7762.22407056118,0.014297405,90,0,"var1"
5439676,7762.27634680056,4.32450000000003e-05,90,0,"var1"
5505212,4573.20811773308,4.32450000000003e-05,90,0,"var1"
5570748,4573.22353358107,4.32450000000003e-05,90,0,"var1"
5636284,7664.2844781819,0.00133128,90,0,"var1"
5701820,7664.28271676482,0.00655512500000001,90,0,"var1"
5767356,7664.28108582273,0.009018245,90,0,"var1"
5832892,7664.27958535569,0.003192005,90,0,"var1"
5898428,7664.27821536379,0.00172872,90,0,"var1"
5963964,7664.2769758471,0,90,0,"var1"
6029500,7664.27516810951,0.000666125000000001,90,0,"var1"
6095036,7664.27388618778,0.0051005,90,0,"var1"
6160572,7664.27268385592,0.00316808,90,0,"var1"
6226108,7664.2722030536,0.000748844999999999,90,0,"var1"
6291644,7664.27195254057,0.012371645,90,0,"var1"
6357180,7664.27181945552,0.006260805,90,0,"var1"
6422716,7664.27169158949,0.001185845,90,0,"var1"
6488252,7664.27175682726,0,90,0,"var1"
6553788,7664.27195254057,0.000378125000000001,90,0,"var1"
6619324,7664.29330091823,0.002387405,90,0,"var1"
6684860,7664.29524238857,4.32450000000003e-05,90,0,"var1"
6750396,7664.30005186384,0.002387405,90,0,"var1"
6815932,7664.30101199711,0.002387405,90,0,"var1"
6881468,7664.30263826397,0.00172872,90,0,"var1"
6947004,7664.30292309092,0.000748844999999999,90,0,"var1"
7012540,6146.01332247171,0.002387405,90,0,"var1"
7078076,6146.01347622991,0.000182405,90,0,"var1"
7143612,6146.01363486933,0.000748844999999999,90,0,"var1"
7209148,6146.01444698104,0.014297405,90,0,"var1"
7274684,6146.01588429445,0.000378125000000001,90,0,"var1"
7340220,6146.01636834785,0.001026045,90,0,"var1"
7405756,6146.01722744085,0,90,0,"var1"
7471292,6146.01812741386,0.000171125,90,0,"var1"
7536828,6146.01877824171,4.32450000000003e-05,90,0,"var1"
7602364,6146.01983075223,0.000120125,90,0,"var1"
7667900,6146.02137646785,0.002048,90,0,"var1"
7733436,6146.02308488991,0,90,0,"var1"
7798972,6146.02544922324,0.000171125,90,0,"var1"
7864508,6146.0524373373,0.001431125,90,0,"var1"
7930044,6146.05627699582,0.001026045,90,0,"var1"
7995580,4663.41954556957,4.51249999999998e-05,90,0,"var1"
8061116,4663.42077154746,0.000414719999999999,90,0,"var1"
8126652,4663.42461240667,0.000920205000000002,90,0,"var1"
8192188,4663.42622066655,0.000378125000000001,90,0,"var1"
8257724,4663.42843363124,4.32450000000003e-05,90,0,"var1"
8323260,4663.430080488,0.000182405,90,0,"var1"
8388796,4663.43233204903,4.51249999999998e-05,90,0,"var1"
8454332,4663.43761812038,0.000378125000000001,90,0,"var1"
8519868,4663.48636918779,0.000182405,90,0,"var1"
8585404,4663.49539213885,0.000414719999999999,90,0,"var1"
8650940,4663.50132819755,0.000414719999999999,90,0,"var1"
8716476,4663.52040904726,0.002387405,90,0,"var1"
8782012,4663.56416039281,0.012371645,90,0,"var1"
8847548,6168.58613428561,0.000147920000000001,90,0,"var1"
8913084,6168.56453792944,0.000666125000000001,90,0,"var1"
8978620,6168.56181748231,0.000748844999999999,90,0,"var1"
9044156,6168.55833206599,0.000182405,90,0,"var1"
9109692,6168.55500876021,4.32450000000003e-05,90,0,"var1"
9175228,6168.55184756525,0.000666125000000001,90,0,"var1"
9240764,6168.54769423895,0.001026045,90,0,"var1"
9306300,6168.5347497279,0.00194688,90,0,"var1"
9371836,6168.53239402215,0.000171125,90,0,"var1"
9437372,6168.53069183421,0.00133128,90,0,"var1"
9502908,6168.52331568105,0.001458,90,0,"var1"
9568444,6168.52422756859,0.005397605,90,0,"var1"
9633980,7661.00204156744,0.001185845,90,0,"var1"
9699516,7660.99740770746,0.006260805,90,0,"var1"
9765052,7660.99290437607,0.00172872,90,0,"var1"
9830588,7660.98810147232,0.000414719999999999,90,0,"var1"
9896124,7660.98491731973,0.00195938,90,0,"var1"
9961660,7660.9761963408,0.00172872,90,0,"var1"
10027196,7660.96503587508,0.014297405,90,0,"var1"
10092732,7660.96294475443,0.000748844999999999,90,0,"var1"
10158268,7660.93416502847,0.0051005,90,0,"var1"
10223804,7660.92798366493,0.010614245,90,0,"var1"
10289340,7660.92685521148,0.006260805,90,0,"var1"
10354876,7660.9226266097,0.0051005,90,0,"var1"
10420412,7660.92065491481,3.20000000000001e-05,90,0,"var1"
10485948,4810.31740616975,0.000666125000000001,90,0,"var1"
10551484,4810.31151882076,0,90,0,"var1"
10617020,4810.30434672274,0.00415872,90,0,"var1"
10682556,4810.2863460089,0.000414719999999999,90,0,"var1"
10748092,4810.27773710622,0.001185845,90,0,"var1"
10813628,4810.27160440029,0.000414719999999999,90,0,"var1"
10879164,4810.26423085049,0.000414719999999999,90,0,"var1"
10944700,4810.25856587769,0.00406802,90,0,"var1"
11010236,4810.23090382361,0.012371645,90,0,"var1"
11075772,4810.22576477442,0.000378125000000001,90,0,"var1"
11141308,4810.19260613332,0.00195938,90,0,"var1"
11206844,4810.19083905199,0.000414719999999999,90,0,"var1"
11272380,4810.1896501697,0,90,0,"var1"
11731132,3292.97390065578,0.00406802,90,0,"var1"
11796668,3292.9131647221,0.00172872,90,0,"var1"
11862204,3292.90394035418,0.00172872,90,0,"var1"
11927740,9,0.000748844999999999,90,0,"var1"
11993276,7.5,0.000182405,90,0,"var1"
12058812,6.5,0.000499279999999999,90,0,"var1"
12124348,2.75,0.001818045,90,0,"var1"
12189884,1.5,0.001185845,90,0,"var1"
12255420,0.5,0.000748844999999999,90,0,"var1"
189,6036.32141374196,0.001607445,90,0,"var1"
65725,6036.31437302595,5.1005e-05,90,0,"var1"
131261,6036.30749796593,4.99999999999998e-05,90,0,"var1"
196797,6036.30078856246,0.000198005,90,0,"var1"
262333,6036.29424481608,4.99999999999998e-05,90,0,"var1"
327869,6036.28786672734,8.5805e-05,90,0,"var1"
393405,6036.28165429677,0.00153458,90,0,"var1"
458941,6036.27560752487,0.000171125,90,0,"var1"
524477,6036.25846116613,0.000167445,90,0,"var1"
590013,6036.25307703378,3.698e-05,90,0,"var1"
655549,6036.24785856245,0.007925405,90,0,"var1"
721085,6036.21207463751,0.000861125,90,0,"var1"
786621,6036.20834713313,0.001682,90,0,"var1"
852157,6036.2013891188,0.001090445,90,0,"var1"
917693,6036.19509376559,0.000477405,90,0,"var1"
983229,6036.17231447212,0.0028125,90,0,"var1"
1048765,6036.17123763067,0.00199712,90,0,"var1"
1114301,6036.17231447212,0.0047045,90,0,"var1"
1900733,3317.46149682252,0.001682,90,0,"var1"
1966269,3317.46270746182,0.006903125,90,0,"var1"
2031805,3317.46516076656,0.009207245,90,0,"var1"
2097341,3317.4683258322,0.01417928,90,0,"var1"
2162877,3317.4717923292,0.004418,90,0,"var1"
2228413,3317.47556025661,0.000768319999999999,90,0,"var1"
2293949,3317.4796296134,0.00043808,90,0,"var1"
2359485,3317.48400039848,0.004418,90,0,"var1"
2425021,3317.48867261064,0.001682,90,0,"var1"
2490557,3317.49364624861,0.004418,90,0,"var1"
2556093,3317.49784218466,0.00362952,90,0,"var1"
2621629,3317.50622951938,0.01598472,90,0,"var1"
2687165,3317.51037570343,0.003587045,90,0,"var1"
2752701,3317.51655503027,0.00600608,90,0,"var1"
2818237,3317.52303577532,0.008153645,90,0,"var1"
2883773,3317.52981793682,0.00362952,90,0,"var1"
2949309,3317.54428650167,0.001156805,90,0,"var1"
3014845,3317.55197290109,0.004418,90,0,"var1"
3080381,3317.55996070906,0.000768319999999999,90,0,"var1"
3145917,3317.56824992341,0.00362952,90,0,"var1"
3211453,3317.56556458194,0.004418,90,0,"var1"
3276989,3317.56977399118,0.01223048,90,0,"var1"
3342525,3317.64002611795,0.001388645,90,0,"var1"
3408061,3317.72875517271,0.01013888,90,0,"var1"
3473597,4749.09912779259,0.004418,90,0,"var1"
3539133,4749.10052595229,0.00225792,90,0,"var1"
3604669,4749.1020588739,0.00362952,90,0,"var1"
3670205,4749.10351072708,0.00362952,90,0,"var1"
3735741,4749.10696927331,0.00362952,90,0,"var1"
3801277,4749.10900755082,0.000768319999999999,90,0,"var1"
3866813,4749.11090158993,0.001682,90,0,"var1"
3932349,4749.11289880545,0.00225792,90,0,"var1"
3997885,4749.11231764425,0.000768319999999999,90,0,"var1"
4063421,4749.11785130674,0.00043808,90,0,"var1"
4128957,4749.12018752951,0.001185845,90,0,"var1"
4194493,4749.1240671939,0.001682,90,0,"var1"
4260029,4749.12957057399,0,90,0,"var1"
4325565,4749.12996643599,0.00362952,90,0,"var1"
4391101,4749.13425011341,0.000756605,90,0,"var1"
4456637,4749.13766968281,0.000768319999999999,90,0,"var1"
4522173,4749.14236237453,0.00043808,90,0,"var1"
4587709,4749.1502056263,0.000768319999999999,90,0,"var1"
4653245,4749.15523810291,0.001682,90,0,"var1"
4718781,4749.20720916663,0.012880125,90,0,"var1"
4784317,4749.21426297028,0.012880125,90,0,"var1"
4849853,4749.22115910602,0.008204805,90,0,"var1"
4915389,4749.22374768765,4.99999999999998e-05,90,0,"var1"
4980925,7762.19218530432,0.001682,90,0,"var1"
5046461,7762.19624343519,0.00225792,90,0,"var1"
5111997,7762.20146102892,0.000198005,90,0,"var1"
5177533,7762.20726237708,0.000768319999999999,90,0,"var1"
5243069,7762.21273359597,0.000146205,90,0,"var1"
5308605,7762.21814442234,0.012880125,90,0,"var1"
5374141,7762.22104307777,0.00724808,90,0,"var1"
5439677,7762.27161236319,0.001682,90,0,"var1"
5505213,4573.20341643576,0.001682,90,0,"var1"
5570749,4573.21817630645,0.001682,90,0,"var1"
5636285,7664.28637007386,0.005030045,90,0,"var1"
5701821,7664.2844781819,0.01331712,90,0,"var1"
5767357,7664.28271676482,0.00366368,90,0,"var1"
5832893,7664.28108582273,0.00048672,90,0,"var1"
5898429,7664.27958535569,5.1005e-05,90,0,"var1"
5963965,7664.27821536379,0.001185845,90,0,"var1"
6029501,7664.2761858182,0.00362952,90,0,"var1"
6095037,7664.27470818342,0.001367645,90,0,"var1"
6160573,7664.27325794821,0.000477405,90,0,"var1"
6226109,7664.27263362284,4.99999999999998e-05,90,0,"var1"
6291645,7664.2722787294,0.00589698,90,0,"var1"
6357181,7664.27206735904,0.00199712,90,0,"var1"
6422717,7664.27175682726,0,90,0,"var1"
6488253,7664.27169158949,0.001185845,90,0,"var1"
6553789,7664.27175682726,0.00290322,90,0,"var1"
6619325,7664.2909915073,0.00020808,90,0,"var1"
6684861,7664.29282859808,0.001682,90,0,"var1"
6750397,7664.29739669593,0.00020808,90,0,"var1"
6815933,7664.29831116326,0.00020808,90,0,"var1"
6881469,7664.29986175515,5.1005e-05,90,0,"var1"
6947005,7664.3001335347,4.99999999999998e-05,90,0,"var1"
7012541,6146.01324111816,0.00020808,90,0,"var1"
7078077,6146.0132809814,0.00043808,90,0,"var1"
7143613,6146.01335826727,4.99999999999998e-05,90,0,"var1"
7209149,6146.01390191234,0.00724808,90,0,"var1"
7274685,6146.01503821783,0.00290322,90,0,"var1"
7340221,6146.01544091777,0.004418,90,0,"var1"
7405757,6146.01616984529,0.001185845,90,0,"var1"
7471293,6146.01694778819,0.00225792,90,0,"var1"
7536829,6146.01751726268,0.001682,90,0,"var1"
7602365,6146.0184477432,0.000551119999999999,90,0,"var1"
7667901,6146.01983075223,0.000117045,90,0,"var1"
7733437,6146.02137646785,0.001185845,90,0,"var1"
7798973,6146.0235374183,0.00225792,90,0,"var1"
7864509,6146.04894729124,0.00522242,90,0,"var1"
7930045,6146.05261611058,0.004418,90,0,"var1"
7995581,4663.41993584111,0.000768319999999999,90,0,"var1"
8061117,4663.42010036629,0.000198005,90,0,"var1"
8126653,4663.42321858099,0.00419528,90,0,"var1"
8192189,4663.42461240667,0.00290322,90,0,"var1"
8257725,4663.42656805061,0.001682,90,0,"var1"
8323261,4663.42804336041,0.00043808,90,0,"var1"
8388797,4663.430080488,0.000768319999999999,90,0,"var1"
8454333,4663.43492697178,0.00290322,90,0,"var1"
8519869,4663.48111560455,0.00043808,90,0,"var1"
8585405,4663.48978904214,0.000198005,90,0,"var1"
8650941,4663.49550638792,0.000198005,90,0,"var1"
8716477,4663.51393324822,0.00020808,90,0,"var1"
8782013,4663.55638736151,0.00589698,90,0,"var1"
8847549,6168.5907544674,0.002171405,90,0,"var1"
8913085,6168.56830703857,0.00362952,90,0,"var1"
8978621,6168.56546500892,4.99999999999998e-05,90,0,"var1"
9044157,6168.56181748231,0.00043808,90,0,"var1"
9109693,6168.55833206599,0.001682,90,0,"var1"
9175229,6168.55500876021,0.00362952,90,0,"var1"
9240765,6168.55062847835,0.004418,90,0,"var1"
9306301,6168.53681666898,0.006171605,90,0,"var1"
9371837,6168.53425832269,0.00225792,90,0,"var1"
9437373,6168.53239402215,0.005030045,90,0,"var1"
9502909,6168.52291039765,0.005273645,90,0,"var1"
9568445,6168.52357911524,0.01164338,90,0,"var1"
9633981,7661.00680595576,0,90,0,"var1"
9699517,7661.00204156744,0.00199712,90,0,"var1"
9765053,7660.99740770746,5.1005e-05,90,0,"var1"
9830589,7660.99246122201,0.000198005,90,0,"var1"
9896125,7660.98917917265,0.006193845,90,0,"var1"
9961661,7660.98017755564,5.1005e-05,90,0,"var1"
10027197,7660.96862550033,0.00724808,90,0,"var1"
10092733,7660.96645606156,4.99999999999998e-05,90,0,"var1"
10158269,7660.9363188125,0.001367645,90,0,"var1"
10223805,7660.9297066936,0.0047045,90,0,"var1"
10289341,7660.92848686766,0.00199712,90,0,"var1"
10354877,7660.92385361586,0.001367645,90,0,"var1"
10420413,7660.92163390936,0.001607445,90,0,"var1"
10485949,4810.32495244341,0.00362952,90,0,"var1"
10551485,4810.31889879452,0.001185845,90,0,"var1"
10617021,4810.31151882076,0.000903125,90,0,"var1"
10682557,4810.2929672318,0.000198005,90,0,"var1"
10748093,4810.28407769226,0,90,0,"var1"
10813629,4810.27773710622,0.000198005,90,0,"var1"
10879165,4810.27010370516,0.000198005,90,0,"var1"
10944701,4810.26423085049,0.000861125,90,0,"var1"
11010237,4810.23541503944,0.00589698,90,0,"var1"
11075773,4810.23002652677,0.00290322,90,0,"var1"
11141309,4810.19458110581,0.006193845,90,0,"var1"
11206845,4810.19260613332,0.000198005,90,0,"var1"
11272381,4810.19126133251,0.001185845,90,0,"var1"
11731133,3292.98285911119,0.000861125,90,0,"var1"
11796669,3292.91969388871,5.1005e-05,90,0,"var1"
11862205,3292.91001401498,5.1005e-05,90,0,"var1"
11927741,10,4.99999999999998e-05,90,0,"var1"
11993277,8.5,0.00043808,90,0,"var1"
12058813,7.5,0.000146205,90,0,"var1"
12124349,3.75,0.0059405,90,0,"var1"
12189885,2.5,0,90,0,"var1"
12255421,1.5,4.99999999999998e-05,90,0,"var1"
12320957,1,0.001185845,90,0,"var1"
1900734,6319.44725450731,0.006083045,90,0,"var1"
1966270,6319.44870894606,0.01441602,90,0,"var1"
2031806,6319.45154364681,0.017672,90,0,"var1"
2097342,6319.45502496062,0.024354245,90,0,"var1"
2162878,6319.45866451392,0.010701845,90,0,"var1"
2228414,6319.46246230643,0.004186125,90,0,"var1"
2293950,6319.46641833786,0.003353805,90,0,"var1"
2359486,6319.47053260793,0.010701845,90,0,"var1"
2425022,6319.47480511632,0.006083045,90,0,"var1"
2490558,6319.47923586271,0.010701845,90,0,"var1"
2556094,6319.48289439096,0.009453125,90,0,"var1"
2621630,6319.49002709079,0.026703605,90,0,"var1"
2687166,6319.4934775265,0.0093845,90,0,"var1"
2752702,6319.49854122145,0.013105805,90,0,"var1"
2818238,6319.50376315261,0.0162,90,0,"var1"
2883774,6319.5091433196,0.009453125,90,0,"var1"
2949310,6319.52037835942,0.00504008,90,0,"var1"
3014846,6319.52623323141,0.010701845,90,0,"var1"
3080382,6319.53224633754,0.004186125,90,0,"var1"
3145918,6319.53841767735,0.009453125,90,0,"var1"
3211454,6319.53642563282,0.010701845,90,0,"var1"
3276990,6319.5395453229,0.021777845,90,0,"var1"
3342526,6319.58974637595,0.0055125,90,0,"var1"
3408062,6319.64997547332,0.018954045,90,0,"var1"
3473598,7790.930429185,0.010701845,90,0,"var1"
3539134,7790.93246231802,0.007140125,90,0,"var1"
3604670,7790.93457759727,0.009453125,90,0,"var1"
3670206,7790.93649585214,0.009453125,90,0,"var1"
